9.962885404111453624e+00,1.030773924154132537e+01,8.652722658018740631e+00,5.146542077432103568e+00,1.149424778006189385e+01
9.640949464643577826e+00,9.476126533442085886e+00,8.209388015080653744e+00,6.680695292718741740e+00,1.056370668438102456e+01
7.645212501250431281e+00,8.618845645697836844e+00,5.654597798953830967e+00,4.987964487110518874e+00,7.776630994255651075e+00
1.668160679566571503e+01,1.383867561691140047e+01,1.495539090544694183e+01,1.540267159714096046e+01,1.246676003813580458e+01
