9.565159886852238058e-01,9.568338702084120406e-01,9.551247302860864652e-01,9.514245835314542044e-01,9.550044841346756463e-01,9.450470498482178572e-01,9.413026875740446719e-01,9.474904791060488884e-01,9.337756927724988332e-01,9.326374957535079613e-01,9.227195240594957548e-01,9.243984517947219093e-01,9.160797625709985459e-01,8.944030044398391111e-01,8.914552121365453274e-01,8.807755618573693823e-01,8.749017216410943654e-01,8.630788299409609676e-01,8.685243878240788140e-01,8.721955755996183557e-01,8.776917269228156071e-01,8.880712496468584627e-01,8.871394562950793983e-01,8.907367832301583688e-01,9.030663559094940229e-01,8.921179216701917714e-01,8.876858324489677043e-01,8.877542872053512113e-01,8.889120204241340861e-01,8.877659253205566481e-01,8.792702440168840283e-01,8.728158637758215432e-01,8.568410695392039145e-01,8.324151315447080313e-01,8.092576744597989036e-01,7.698566414522147738e-01,7.123517209531390337e-01,6.149602097899793396e-01,4.459209997946768644e-01,2.658869741749981808e-01,1.938467503175446138e-01,2.739408332387432976e-01,4.333601962525823192e-01,5.765340564483810715e-01,6.888882538074116990e-01,7.624772990659193228e-01,8.087458661916355762e-01,8.430224598402394909e-01,8.678133144863525716e-01,8.793030710741663869e-01,8.856139484513000371e-01,8.941699873916612029e-01,8.964253681606451085e-01,9.006980783515753375e-01,8.988522798744769116e-01,9.074470787967682250e-01,9.120778559929522133e-01,9.182518409937697745e-01,9.168501492583887025e-01,9.288155497308614450e-01,9.393227763418738885e-01,9.345065269817712794e-01,9.318811269094089411e-01,9.239073476132333429e-01,9.311552025368280416e-01,9.339911674551475418e-01,9.430011731864953450e-01,9.507167460811050130e-01,9.535345797419789715e-01,9.628579704317890009e-01,9.577637758081458674e-01,9.661268183399126519e-01,9.663214564449248423e-01,9.719708080115666560e-01,9.678415869278645944e-01,9.721849578664976121e-01,9.725270683150784023e-01,9.721382573657059156e-01,9.714724369436043006e-01,9.804318675258444360e-01,9.807342998205074158e-01
9.597127057509636794e-01,9.566538261627313133e-01,9.552617833309465789e-01,9.463351991002112440e-01,9.523853638931311094e-01,9.429075648945483001e-01,9.379555108293669008e-01,9.417450911473380648e-01,9.327199540475017425e-01,9.286133618372768295e-01,9.193801422444272120e-01,9.214031432897705765e-01,9.114369483780712100e-01,8.883451458120742439e-01,8.814008460197182426e-01,8.665834239005105744e-01,8.682319784287406694e-01,8.578564856243863224e-01,8.646287628042618190e-01,8.712871336906242714e-01,8.728739983968213378e-01,8.781405409110074611e-01,8.825087142134003804e-01,8.862672099151827076e-01,8.932264140554388998e-01,8.833702842024031554e-01,8.837787812750670380e-01,8.830797788155163586e-01,8.776794858496738128e-01,8.811232422158822297e-01,8.763539463717532341e-01,8.701976470508403505e-01,8.618554383423673304e-01,8.385560180271939279e-01,8.161910345182094018e-01,7.792695009152731389e-01,7.173195320284919685e-01,6.264134317720464473e-01,4.544385255267877621e-01,2.502543129892118579e-01,1.680916894274725459e-01,2.782600026791751668e-01,4.898050826582329709e-01,6.439351103941070020e-01,7.382066881959481464e-01,7.983761041734129815e-01,8.390518240420148377e-01,8.625330457960760366e-01,8.799864149801320812e-01,8.944164251022368450e-01,8.975024161636753206e-01,9.004905766180060223e-01,9.006354453404408211e-01,9.059357055181456175e-01,9.013552637787662913e-01,9.107540046330171446e-01,9.144100378095270099e-01,9.202537551106876323e-01,9.231385112091777811e-01,9.266958914926444191e-01,9.404255590538157517e-01,9.312882145034030446e-01,9.284184888943534109e-01,9.219139988986924106e-01,9.272167722603776863e-01,9.350832069820753656e-01,9.432205514447450367e-01,9.508198203392765890e-01,9.516142733408555765e-01,9.623889446271142178e-01,9.549274252648128902e-01,9.613152363307516657e-01,9.623930293392556345e-01,9.706350979899901477e-01,9.677058231098126795e-01,9.692899183387463369e-01,9.717224049912568384e-01,9.794286175960577046e-01,9.808654205621641919e-01,9.856061105229148023e-01,9.840608533181844919e-01
9.615963450689114511e-01,9.555909959279176302e-01,9.553311498392882406e-01,9.470981755112347633e-01,9.506470595842931859e-01,9.435298577333499637e-01,9.369544704610811570e-01,9.407372461331343638e-01,9.319083189590644523e-01,9.244654750207227378e-01,9.163920049980597282e-01,9.166487748679749137e-01,9.101223682259024228e-01,8.893758791749348802e-01,8.830467395024371724e-01,8.692356012120427966e-01,8.683764446102587575e-01,8.673306819676765977e-01,8.680927135109344217e-01,8.732142498112118734e-01,8.732123440140925341e-01,8.794365472153329311e-01,8.817529045783771835e-01,8.854472311027873355e-01,8.926863843112338159e-01,8.833726680869814496e-01,8.849759450351528667e-01,8.828361534059421256e-01,8.769547013096876675e-01,8.770873274115443818e-01,8.731508700876871032e-01,8.675349130528010599e-01,8.607850143473260163e-01,8.386832138743113285e-01,8.150017670740246079e-01,7.780858039911080493e-01,7.166217200751182625e-01,6.243097881047903197e-01,4.387409404589834860e-01,2.076461670646491953e-01,1.111907355682563020e-01,2.312256732311999685e-01,4.652085231080362870e-01,6.331603944729853328e-01,7.352467994498665949e-01,7.956032626410994846e-01,8.373590500913841161e-01,8.609953631415422359e-01,8.794674869719822929e-01,8.941020089107531987e-01,8.972395678270224106e-01,8.990302140594481628e-01,8.976739660233532536e-01,9.039035095368268546e-01,8.992056054286284850e-01,9.072095662825098161e-01,9.116642434852501031e-01,9.147900025560716797e-01,9.222512077647856410e-01,9.249585701795219883e-01,9.388653892171689996e-01,9.298358187006341424e-01,9.242069256627785112e-01,9.214906772303849136e-01,9.247008609562731296e-01,9.317905844004611415e-01,9.373861566490990782e-01,9.481582132354476888e-01,9.488381487158829009e-01,9.572053136615178426e-01,9.531220052738739179e-01,9.572129092337381406e-01,9.601984357408853699e-01,9.659095815252833894e-01,9.652108943111888939e-01,9.657548450747299729e-01,9.697285989391049021e-01,9.753229651273028766e-01,9.784095182485560427e-01,9.820038779900610582e-01,9.816721494057574215e-01
9.632379078851165399e-01,9.563285573085186231e-01,9.564760277103535602e-01,9.487119820263901770e-01,9.520082477153848366e-01,9.439473881876415673e-01,9.365495228588486265e-01,9.395555815730111116e-01,9.340361979502281864e-01,9.244441953647850596e-01,9.176097877099047562e-01,9.171544094858742335e-01,9.087090612005631618e-01,8.918508856489495429e-01,8.823673282154671504e-01,8.724894276573104124e-01,8.690395680276726820e-01,8.707174721420990471e-01,8.710708829988127455e-01,8.742568725460413415e-01,8.740105301805395355e-01,8.805008546889175891e-01,8.825964927207962107e-01,8.856997133596302696e-01,8.909646873027569081e-01,8.839234718198268892e-01,8.853631340798427951e-01,8.833657651383833853e-01,8.779251404765635591e-01,8.752708427972968330e-01,8.726944705436155969e-01,8.669951850683793593e-01,8.599019256064176497e-01,8.398551863137698748e-01,8.143289431715001747e-01,7.778854825305753229e-01,7.184642597804401509e-01,6.232244750745906670e-01,4.349117046144116427e-01,1.913119577734099797e-01,8.644705857010077932e-02,2.159552106887542289e-01,4.634205189957599780e-01,6.349188979683373368e-01,7.370853103725170108e-01,7.960756997928372103e-01,8.367626210335350478e-01,8.611843551874636127e-01,8.795434692477405170e-01,8.941490806413877612e-01,8.960483915208621308e-01,8.979440284277734330e-01,8.947143837484858864e-01,9.003605023646052974e-01,8.993669499072354245e-01,9.053238759833277527e-01,9.101230986367927489e-01,9.124772917196770639e-01,9.208738970848165950e-01,9.235838644138018028e-01,9.354946724880099929e-01,9.293159698092059440e-01,9.195473811226936300e-01,9.202326786095693656e-01,9.233455205021158241e-01,9.297912309965540301e-01,9.348373200507874570e-01,9.453301147667605431e-01,9.482275732383397271e-01,9.532882648928499014e-01,9.545966723370052920e-01,9.534048984903598090e-01,9.600127794743182896e-01,9.653149686239260729e-01,9.638833788283170945e-01,9.625444988210394293e-01,9.688176955447965755e-01,9.732478312786670971e-01,9.770854123111117895e-01,9.812694724907053967e-01,9.802147487075899557e-01
9.648613180123140065e-01,9.650596057914294645e-01,9.626965931693589607e-01,9.567771379453728908e-01,9.608913608353407687e-01,9.503643342671693750e-01,9.480184016968982164e-01,9.541302059265102109e-01,9.412654229444934462e-01,9.389891979759108498e-01,9.295113958719648517e-01,9.302876918220588376e-01,9.182105326593337224e-01,8.980880318816700791e-01,8.915229771589151531e-01,8.812651129620137080e-01,8.773649703485828510e-01,8.662819127239398398e-01,8.723785745818433135e-01,8.762459396213481133e-01,8.817690993593426674e-01,8.889956224396809992e-01,8.906036112439075225e-01,8.944480193765671494e-01,9.049000353519711659e-01,8.955520933937333172e-01,8.927585452884259087e-01,8.920296612965755711e-01,8.902876149099379077e-01,8.908287302732948998e-01,8.866100256519813261e-01,8.820985706796995451e-01,8.678614534224231569e-01,8.442039320635209565e-01,8.224585512581347180e-01,7.856501208110049372e-01,7.271575595410275650e-01,6.324142341753496988e-01,4.612499587240017074e-01,2.665235370923209057e-01,1.861442751565063336e-01,2.749514921393191313e-01,4.580311644731269172e-01,6.100447406314080112e-01,7.171634761774874356e-01,7.873111216276433844e-01,8.304793320563836900e-01,8.600056860181312102e-01,8.804777636830842802e-01,8.923364789363524840e-01,8.988532088470100323e-01,9.054966602773062423e-01,9.072237940761844754e-01,9.113683982196862932e-01,9.074462699215917194e-01,9.153409302342271348e-01,9.207874952373235056e-01,9.264308765013595792e-01,9.249617288542316684e-01,9.355910819817154778e-01,9.471693834305616733e-01,9.415223721861386563e-01,9.375899311976126915e-01,9.294544316665072081e-01,9.341572820839764146e-01,9.386207157605949147e-01,9.479218100901473099e-01,9.567455957291077784e-01,9.593071665777108681e-01,9.689693245693243862e-01,9.634850699936243767e-01,9.709397610365586573e-01,9.715794476299736138e-01,9.771524177388438703e-01,9.720744420305403866e-01,9.781453802797647201e-01,9.800005673800542549e-01,9.824563341369636493e-01,9.827131353673561609e-01,9.891677030628128753e-01,9.879953256169798914e-01
9.643969886948960957e-01,9.609732891631559415e-01,9.580303127061997603e-01,9.521889967260512844e-01,9.536723912904259137e-01,9.461754085674537462e-01,9.415101151904979870e-01,9.460888737549284500e-01,9.394186272898270573e-01,9.319529390765949328e-01,9.245419997160273518e-01,9.208434736844539614e-01,9.140672195428829472e-01,8.964851795343927732e-01,8.863284747701970501e-01,8.759237389273627494e-01,8.725283871447513384e-01,8.708707405712117211e-01,8.718385410762052867e-01,8.757593609658566036e-01,8.792005806649577648e-01,8.820107872427052076e-01,8.878774584373126944e-01,8.899074517574404597e-01,8.971255999455557406e-01,8.905372760760150719e-01,8.902533705814885678e-01,8.892774643749338237e-01,8.811702394414747674e-01,8.827222472128044561e-01,8.814361421177762113e-01,8.744396379816266052e-01,8.657573416186814530e-01,8.451327307360484431e-01,8.207174124934625281e-01,7.857387465166741913e-01,7.240157278594413492e-01,6.297530143920897494e-01,4.458588661648490992e-01,2.165957530994706004e-01,1.297277200309157053e-01,2.614120016977208305e-01,4.922169837674644777e-01,6.505368728450384719e-01,7.461383452091617796e-01,8.053777360614040592e-01,8.432172824395212096e-01,8.678476741589797872e-01,8.821581521399121106e-01,8.974956987284529175e-01,9.011056360577259783e-01,9.029944656093669142e-01,9.010037145857993091e-01,9.086678058030830396e-01,9.064483446093563046e-01,9.105551037252366253e-01,9.156039852090662734e-01,9.162836576309560943e-01,9.247323000248007796e-01,9.286345998947442837e-01,9.411233678276005321e-01,9.337519031664314184e-01,9.235687988317389241e-01,9.235482659857942034e-01,9.232386532094287723e-01,9.326283696803874257e-01,9.427689789018026678e-01,9.500941014127978201e-01,9.548824689277987110e-01,9.604955021652656910e-01,9.590318186958070035e-01,9.586221593217196801e-01,9.645853901581658008e-01,9.671572310522165150e-01,9.662147959858750079e-01,9.681896101167843938e-01,9.740802148732895516e-01,9.781269749536436464e-01,9.806847832689880029e-01,9.820672722143195532e-01,9.808028810293697441e-01
9.695672780118246292e-01,9.640040917864587389e-01,9.622019088794679931e-01,9.561764926881708426e-01,9.571833409053553954e-01,9.495825064166812934e-01,9.434732436325995453e-01,9.472507425837843886e-01,9.417142761509090798e-01,9.320696046187267880e-01,9.257325275809231702e-01,9.225756510894218554e-01,9.140814117688271789e-01,8.989425446735405112e-01,8.878387191285531665e-01,8.803016172620015123e-01,8.750485537788392776e-01,8.774494680616443665e-01,8.767277093223050377e-01,8.785915306436787864e-01,8.804482843000808190e-01,8.846669966413888142e-01,8.878961188966831841e-01,8.904989497146286181e-01,8.967973223432331720e-01,8.906200128557646423e-01,8.902665114081786957e-01,8.887184376273999931e-01,8.826143357752034291e-01,8.795195627650735926e-01,8.791909365773644680e-01,8.732152284914043161e-01,8.640499768302207784e-01,8.448169706086180453e-01,8.191812139326026809e-01,7.836364555330331827e-01,7.241233990556862343e-01,6.280098543720661342e-01,4.409221337961282128e-01,1.975231062375902014e-01,9.441008979691652148e-02,2.230377890060822876e-01,4.665789278671106932e-01,6.364916698201823486e-01,7.385632568476913073e-01,7.993937750097237505e-01,8.390651354533624762e-01,8.644990847530317213e-01,8.816794438461967864e-01,8.967602052999175122e-01,8.999130387037570511e-01,9.020946412943018355e-01,8.990924368998597371e-01,9.056362107520304905e-01,9.046635528590745157e-01,9.083377096042595245e-01,9.142681624940164342e-01,9.157281553137779362e-01,9.238136741712280608e-01,9.281904169776943325e-01,9.394385752935121570e-01,9.344303436148809761e-01,9.225770221722970899e-01,9.233855055885918928e-01,9.252097082908403713e-01,9.316615408844647339e-01,9.389306745857255443e-01,9.489172166097209482e-01,9.533913208537225792e-01,9.570991976492158049e-01,9.599424168639069110e-01,9.573968464922517629e-01,9.642341865683913271e-01,9.680432999382418968e-01,9.661416951427994615e-01,9.672978075206551951e-01,9.737385947233963002e-01,9.771279834388160168e-01,9.803632355829122735e-01,9.838422136133098128e-01,9.827320900787326341e-01
9.739950214135254525e-01,9.660116461748057270e-01,9.656786705827267170e-01,9.592544715401913891e-01,9.597460838665842209e-01,9.530139442062703914e-01,9.448478561217364957e-01,9.504403861690292610e-01,9.435641835078237838e-01,9.334015979092881166e-01,9.281652540281153385e-01,9.248740666060153437e-01,9.153850668281189318e-01,8.995912325236429252e-01,8.882974767289149032e-01,8.823698109747154517e-01,8.759715208717754331e-01,8.816262321962589077e-01,8.784121032964983256e-01,8.796963163644514472e-01,8.801095695741991687e-01,8.872979365402231533e-01,8.888987331234317057e-01,8.909858303436670734e-01,8.972496190787810910e-01,8.895799145111575879e-01,8.908957604980481948e-01,8.893394746645125748e-01,8.851406482967513201e-01,8.797183485202807462e-01,8.802303451907418363e-01,8.765839869704811216e-01,8.679874434156276131e-01,8.489361018946829374e-01,8.236548480659122706e-01,7.900823379594847928e-01,7.355204112897142377e-01,6.417193683799871096e-01,4.536597153293044915e-01,1.966787404714026299e-01,7.114159375997373969e-02,1.878842477009057543e-01,4.428457130873449388e-01,6.241621184031937997e-01,7.328724774516590657e-01,7.965131460653169793e-01,8.379451678045019003e-01,8.641837208035452189e-01,8.842968275999580907e-01,8.979793389169151707e-01,9.002387409652350403e-01,9.039281214514475193e-01,8.996734348470381004e-01,9.059152942890954519e-01,9.039708328412682237e-01,9.075486195864049810e-01,9.147200116420219906e-01,9.168781810943592570e-01,9.257120821585803627e-01,9.284728916896485273e-01,9.400409431859547693e-01,9.352393955542382953e-01,9.234343651002121511e-01,9.244488990846747578e-01,9.264225309136147057e-01,9.316691602206544909e-01,9.360456538055103026e-01,9.497780333682988019e-01,9.523030109128803877e-01,9.556175015255293781e-01,9.611672052149766721e-01,9.575435516196134644e-01,9.649597427119032123e-01,9.702182752011129230e-01,9.671116686971491516e-01,9.672141525640474136e-01,9.744501260479223603e-01,9.771372708662308115e-01,9.813665527444721537e-01,9.863052488225956260e-01,9.848350233731869574e-01
9.791705368189155267e-01,9.707700429852044177e-01,9.694607790581506457e-01,9.642693337876312443e-01,9.623181044205885160e-01,9.572438373392586630e-01,9.491835767938109347e-01,9.559509101583985036e-01,9.468511591697164054e-01,9.372169016689470000e-01,9.321173554868811273e-01,9.266633795536751705e-01,9.193192848854697674e-01,9.027555960688233849e-01,8.926065231557576141e-01,8.865351882001231143e-01,8.798961803050772135e-01,8.887747634616702808e-01,8.823445647014026560e-01,8.826048602701956902e-01,8.833932717791862510e-01,8.897495903543964912e-01,8.912058652038923334e-01,8.930023057400758857e-01,9.009616540061621270e-01,8.920438272966886295e-01,8.927350786296943674e-01,8.913052749368436389e-01,8.868169438589680320e-01,8.802089536774457823e-01,8.818543405108217881e-01,8.784764355753191811e-01,8.691729443951690115e-01,8.495494596801110854e-01,8.245007014001433099e-01,7.907752127904985606e-01,7.356983730075198347e-01,6.408954982395604905e-01,4.495398414627959083e-01,1.889779441027866214e-01,6.244728889034627251e-02,1.772795711126317897e-01,4.336300534240239979e-01,6.178019848525487800e-01,7.287255182207484916e-01,7.940173032427912947e-01,8.362665319608026948e-01,8.632271635829366074e-01,8.839283357918761297e-01,8.977068293197039139e-01,9.014217607024901380e-01,9.049908551884705554e-01,9.003402887588688452e-01,9.087676982716718088e-01,9.042540739528200922e-01,9.072816113741453137e-01,9.151752592168067579e-01,9.170284305338056718e-01,9.269252469610168577e-01,9.297636113823326554e-01,9.421267594693668590e-01,9.361756934094003224e-01,9.248463470550363219e-01,9.259893102589416003e-01,9.268582395104604243e-01,9.317927223055061381e-01,9.363387905321939320e-01,9.517242277374272641e-01,9.534473754102791299e-01,9.568083459658459633e-01,9.624115852554505635e-01,9.600122157966667347e-01,9.660465205166945957e-01,9.707900229501611467e-01,9.674644073930619426e-01,9.701681522416476522e-01,9.763893243240088227e-01,9.784573272732958182e-01,9.827051813100905475e-01,9.870088340028946305e-01,9.860169928232505043e-01
9.791001271878819745e-01,9.729834270914752281e-01,9.713148971279517152e-01,9.669756844315566813e-01,9.640870216364370027e-01,9.588166544160098281e-01,9.506667752215229861e-01,9.553869102520309298e-01,9.509551029351540619e-01,9.364201511982730430e-01,9.325329876625055858e-01,9.265426434186150306e-01,9.180053541809479745e-01,9.080457818034984863e-01,8.957641166723632198e-01,8.943749046415288007e-01,8.814143865453086812e-01,8.896720461127141100e-01,8.842380423755529240e-01,8.849621465582249158e-01,8.869805148797123007e-01,8.902358253762003848e-01,8.911424823367206649e-01,8.951743961056444210e-01,9.035865877379098965e-01,8.973002159800147481e-01,8.954823207326477741e-01,8.926877390609624374e-01,8.871938640763278316e-01,8.801255291470309050e-01,8.814140921829818343e-01,8.750848356823803798e-01,8.626508737285459860e-01,8.467032202422331011e-01,8.196266663360994853e-01,7.842512205852341101e-01,7.255161023179275137e-01,6.303505485170414202e-01,4.429452767134617885e-01,1.882726922290141602e-01,6.640041457245356160e-02,1.728930535760885290e-01,4.093009634880299119e-01,5.951750890093766566e-01,7.152041957887659285e-01,7.858361411677859953e-01,8.293853781267447323e-01,8.587081974295633913e-01,8.792426907462328467e-01,8.958590363600817952e-01,9.000617894180884537e-01,9.041400883092178820e-01,9.028154375089270101e-01,9.056927775186087715e-01,9.079407676212380984e-01,9.089956272170333085e-01,9.178162555555841040e-01,9.160215791086173676e-01,9.246357628760086822e-01,9.337823019115458756e-01,9.430116762725916368e-01,9.440330064276840627e-01,9.265246405704167243e-01,9.269994408028460198e-01,9.312525600729326669e-01,9.330654335487846840e-01,9.383875278917662710e-01,9.520761866895049996e-01,9.571156470918467107e-01,9.571706063717344559e-01,9.670361342850398723e-01,9.597576099061314592e-01,9.678279231293018814e-01,9.698756814867995901e-01,9.700909229039164083e-01,9.701354197144734792e-01,9.781500349476398570e-01,9.777340625122326045e-01,9.803968388141249823e-01,9.871355116755069492e-01,9.885331482394916769e-01
